timestamp,total_demand
2011-12-31T13:00:00Z,8646.1907
2011-12-31T14:00:00Z,7926.529376
2011-12-31T15:00:00Z,7901.82699
2011-12-31T16:00:00Z,7255.72135
2011-12-31T17:00:00Z,6792.503352
2011-12-31T18:00:00Z,6635.98446
2011-12-31T19:00:00Z,6548.104464
2011-12-31T20:00:00Z,6864.8422439999995
2011-12-31T21:00:00Z,7300.076306
2011-12-31T22:00:00Z,8001.86695
2011-12-31T23:00:00Z,8658.099726
2012-01-01T00:00:00Z,9371.64096
2012-01-01T01:00:00Z,10018.933993999999
2012-01-01T02:00:00Z,10540.232656
2012-01-01T03:00:00Z,10974.776578
2012-01-01T04:00:00Z,11378.492134
2012-01-01T05:00:00Z,11766.933015999999
2012-01-01T06:00:00Z,12071.06248
2012-01-01T07:00:00Z,12087.937854
2012-01-01T08:00:00Z,11599.846456
2012-01-01T09:00:00Z,10925.304398
2012-01-01T10:00:00Z,10604.72434
2012-01-01T11:00:00Z,9720.748822000001
2012-01-01T12:00:00Z,8845.531898000001
2012-01-01T13:00:00Z,8531.930425999999
2012-01-01T14:00:00Z,7650.256638
2012-01-01T15:00:00Z,7717.48731
2012-01-01T16:00:00Z,7091.48962
2012-01-01T17:00:00Z,6850.548704000001
2012-01-01T18:00:00Z,6868.673342
2012-01-01T19:00:00Z,7060.872670000001
2012-01-01T20:00:00Z,7683.040868
2012-01-01T21:00:00Z,8426.338758
2012-01-01T22:00:00Z,9465.662706
2012-01-01T23:00:00Z,10525.790676
2012-01-02T00:00:00Z,11572.086834
2012-01-02T01:00:00Z,12472.288334
2012-01-02T02:00:00Z,13124.431756
2012-01-02T03:00:00Z,13550.13955
2012-01-02T04:00:00Z,13996.737008
2012-01-02T05:00:00Z,14408.347905999999
2012-01-02T06:00:00Z,14645.314026
2012-01-02T07:00:00Z,14469.58551
2012-01-02T08:00:00Z,13946.122264
2012-01-02T09:00:00Z,13256.514954
2012-01-02T10:00:00Z,12783.757388
2012-01-02T11:00:00Z,11530.972818
2012-01-02T12:00:00Z,10336.33353
2012-01-02T13:00:00Z,9916.813072
2012-01-02T14:00:00Z,8898.740851999999
2012-01-02T15:00:00Z,8844.99898
2012-01-02T16:00:00Z,8055.08681
2012-01-02T17:00:00Z,7760.297342
2012-01-02T18:00:00Z,7914.159809999999
2012-01-02T19:00:00Z,8537.163362
2012-01-02T20:00:00Z,9758.892106
2012-01-02T21:00:00Z,10917.499978
2012-01-02T22:00:00Z,12037.294418000001
2012-01-02T23:00:00Z,12757.410274
2012-01-03T00:00:00Z,13398.97308
2012-01-03T01:00:00Z,13896.663628
2012-01-03T02:00:00Z,14122.885001999999
2012-01-03T03:00:00Z,14118.038612
2012-01-03T04:00:00Z,13940.802641999999
2012-01-03T05:00:00Z,13699.460012
2012-01-03T06:00:00Z,13325.837372
2012-01-03T07:00:00Z,12452.863659999999
2012-01-03T08:00:00Z,11616.873872
2012-01-03T09:00:00Z,11091.557996
2012-01-03T10:00:00Z,10857.322744
2012-01-03T11:00:00Z,9983.220106
2012-01-03T12:00:00Z,9195.749658
2012-01-03T13:00:00Z,9105.82105
2012-01-03T14:00:00Z,8337.050208
2012-01-03T15:00:00Z,8447.041402
2012-01-03T16:00:00Z,7801.744674
2012-01-03T17:00:00Z,7641.307458
2012-01-03T18:00:00Z,7785.128808
2012-01-03T19:00:00Z,8452.60384
2012-01-03T20:00:00Z,9402.82369
2012-01-03T21:00:00Z,9818.36452
2012-01-03T22:00:00Z,10162.277036
2012-01-03T23:00:00Z,10300.918352
2012-01-04T00:00:00Z,10370.290732
2012-01-04T01:00:00Z,10400.987246
2012-01-04T02:00:00Z,10310.258160000001
2012-01-04T03:00:00Z,10336.174622
2012-01-04T04:00:00Z,10331.835138
2012-01-04T05:00:00Z,10406.216172
2012-01-04T06:00:00Z,10286.114880000001
2012-01-04T07:00:00Z,9768.663132000001
2012-01-04T08:00:00Z,9232.892044
2012-01-04T09:00:00Z,8864.07552
2012-01-04T10:00:00Z,8892.953546
2012-01-04T11:00:00Z,8355.415922
2012-01-04T12:00:00Z,7931.3287820000005
2012-01-04T13:00:00Z,8089.210196
2012-01-04T14:00:00Z,7418.003746
2012-01-04T15:00:00Z,7589.8331
2012-01-04T16:00:00Z,7084.20853
2012-01-04T17:00:00Z,6920.981972
2012-01-04T18:00:00Z,7130.674037999999
2012-01-04T19:00:00Z,7662.744168
2012-01-04T20:00:00Z,8530.548992
2012-01-04T21:00:00Z,8968.644764
2012-01-04T22:00:00Z,9377.981722
2012-01-04T23:00:00Z,9532.339822
2012-01-05T00:00:00Z,9686.834640000001
2012-01-05T01:00:00Z,9812.282864
2012-01-05T02:00:00Z,9872.88316
2012-01-05T03:00:00Z,9910.592047999999
2012-01-05T04:00:00Z,9931.94137
2012-01-05T05:00:00Z,10044.003264
2012-01-05T06:00:00Z,10051.59908
2012-01-05T07:00:00Z,9696.82938
2012-01-05T08:00:00Z,9213.699344
2012-01-05T09:00:00Z,8911.701668
2012-01-05T10:00:00Z,8875.206266000001
2012-01-05T11:00:00Z,8321.258416
2012-01-05T12:00:00Z,7951.237585999999
2012-01-05T13:00:00Z,8124.946218
2012-01-05T14:00:00Z,7462.6083419999995
2012-01-05T15:00:00Z,7716.740392
2012-01-05T16:00:00Z,7209.88663
2012-01-05T17:00:00Z,6958.418106
2012-01-05T18:00:00Z,7110.197306
2012-01-05T19:00:00Z,7666.066188
2012-01-05T20:00:00Z,8561.078516000001
2012-01-05T21:00:00Z,9026.91491
2012-01-05T22:00:00Z,9422.933502
2012-01-05T23:00:00Z,9526.567353999999
2012-01-06T00:00:00Z,9632.860177999999
2012-01-06T01:00:00Z,9748.746036
2012-01-06T02:00:00Z,9793.626412000001
2012-01-06T03:00:00Z,9849.001034
2012-01-06T04:00:00Z,9900.619414
2012-01-06T05:00:00Z,10048.400094
2012-01-06T06:00:00Z,10006.241974
2012-01-06T07:00:00Z,9609.510686000001
2012-01-06T08:00:00Z,9155.044876
2012-01-06T09:00:00Z,8900.299906
2012-01-06T10:00:00Z,8776.777392
2012-01-06T11:00:00Z,8192.806340000001
2012-01-06T12:00:00Z,7846.248114
2012-01-06T13:00:00Z,8065.53785
2012-01-06T14:00:00Z,7416.863196
2012-01-06T15:00:00Z,7566.919838
2012-01-06T16:00:00Z,7092.517426
2012-01-06T17:00:00Z,6891.749872
2012-01-06T18:00:00Z,6874.65455
2012-01-06T19:00:00Z,6983.966094
2012-01-06T20:00:00Z,7494.726932
2012-01-06T21:00:00Z,8001.916078
2012-01-06T22:00:00Z,8559.82026
2012-01-06T23:00:00Z,8929.860068
2012-01-07T00:00:00Z,9152.794358
2012-01-07T01:00:00Z,9213.622068
2012-01-07T02:00:00Z,9336.887444
2012-01-07T03:00:00Z,9404.081844
2012-01-07T04:00:00Z,9552.72454
2012-01-07T05:00:00Z,9680.406306
2012-01-07T06:00:00Z,9680.103041999999
2012-01-07T07:00:00Z,9472.595442
2012-01-07T08:00:00Z,9076.20333
2012-01-07T09:00:00Z,8813.420151999999
2012-01-07T10:00:00Z,8785.031294
2012-01-07T11:00:00Z,8387.74605
2012-01-07T12:00:00Z,8092.154893999999
2012-01-07T13:00:00Z,8216.238981999999
2012-01-07T14:00:00Z,7526.090872
2012-01-07T15:00:00Z,7583.940294
2012-01-07T16:00:00Z,7057.321056000001
2012-01-07T17:00:00Z,6740.546974
2012-01-07T18:00:00Z,6722.195856
2012-01-07T19:00:00Z,6870.175872
2012-01-07T20:00:00Z,7257.56113
2012-01-07T21:00:00Z,7596.268692
2012-01-07T22:00:00Z,8064.883648
2012-01-07T23:00:00Z,8410.276158
2012-01-08T00:00:00Z,8577.265748
2012-01-08T01:00:00Z,8723.786698
2012-01-08T02:00:00Z,8775.080654
2012-01-08T03:00:00Z,8773.267244
2012-01-08T04:00:00Z,8876.86144
2012-01-08T05:00:00Z,8899.063596
2012-01-08T06:00:00Z,8886.025342
2012-01-08T07:00:00Z,8865.241294
2012-01-08T08:00:00Z,8537.13091
2012-01-08T09:00:00Z,8434.379326
2012-01-08T10:00:00Z,8426.780526
2012-01-08T11:00:00Z,7978.499184
2012-01-08T12:00:00Z,7613.652344
2012-01-08T13:00:00Z,7794.622314
2012-01-08T14:00:00Z,7261.434572
2012-01-08T15:00:00Z,7478.982116
2012-01-08T16:00:00Z,6917.3729299999995
2012-01-08T17:00:00Z,6697.057482
2012-01-08T18:00:00Z,6997.345344
2012-01-08T19:00:00Z,7747.843376
2012-01-08T20:00:00Z,8781.135333999999
2012-01-08T21:00:00Z,9329.378494
2012-01-08T22:00:00Z,9772.147952
2012-01-08T23:00:00Z,9917.260518
2012-01-09T00:00:00Z,10079.285852
2012-01-09T01:00:00Z,10180.406626
2012-01-09T02:00:00Z,10217.674668
2012-01-09T03:00:00Z,10214.038344
2012-01-09T04:00:00Z,10217.400485999999
2012-01-09T05:00:00Z,10262.315677999999
2012-01-09T06:00:00Z,10246.4011
2012-01-09T07:00:00Z,9797.859808
2012-01-09T08:00:00Z,9302.312947999999
2012-01-09T09:00:00Z,9011.001236
2012-01-09T10:00:00Z,9058.845836
2012-01-09T11:00:00Z,8494.652087999999
2012-01-09T12:00:00Z,8027.1976859999995
2012-01-09T13:00:00Z,8240.217585999999
2012-01-09T14:00:00Z,7541.369698
2012-01-09T15:00:00Z,7803.164656
2012-01-09T16:00:00Z,7203.282504000001
2012-01-09T17:00:00Z,6948.957466
2012-01-09T18:00:00Z,7249.311406
2012-01-09T19:00:00Z,7938.087926
2012-01-09T20:00:00Z,8980.783098
2012-01-09T21:00:00Z,9467.75689
2012-01-09T22:00:00Z,9793.142845999999
2012-01-09T23:00:00Z,9926.370412
2012-01-10T00:00:00Z,9977.950018
2012-01-10T01:00:00Z,10013.32601
2012-01-10T02:00:00Z,9955.447282000001
2012-01-10T03:00:00Z,10022.266432
2012-01-10T04:00:00Z,9990.564166
